method,n_simul,t_max,n_grid,time,lag,error_fro,rel_error_fro,error_nuc,rel_error_nuc,error_sup,rel_error_sup
lowrank_hybrid,100,800,101,1.08051255941391,10,0.00480743797430473,0.00785666705669934,0.0105639768265621,0.00835825685872595,0.0129100158335191,0.00910368432807408
lowrank_hybrid,100,800,101,1.08051255941391,20,0.00409346341173432,0.00668983756143591,0.00937731862890024,0.0074193685799641,0.0142903211930425,0.0100770266098724
lowrank_hybrid,100,800,101,1.08051255941391,30,0.0037473834909334,0.00612424842075958,0.00904385469107876,0.00715553070042369,0.0112756459715165,0.00795118478889002
lowrank_hybrid,100,800,101,1.08051255941391,40,0.00550917353886097,0.00900349468547612,0.0111288267283738,0.00880516815392085,0.0152384644211292,0.0107456235161513
lowrank_hybrid,100,800,101,1.08051255941391,60,0.00427539690909512,0.00698716660090862,0.00981662152161258,0.00776694662527357,0.0127166816732147,0.00896735194955952
lowrank_hybrid,100,800,101,1.08051255941391,80,0.00470197945492447,0.00768431902444355,0.0104302220209075,0.00825242957037565,0.0165230281172254,0.0116514521796764
lowrank_hybrid,100,800,101,1.08051255941391,100,0.00571461536420255,0.00933924275541618,0.0120104920174726,0.00950274493496622,0.0179047468531602,0.0126257911242869
svd_hybrid,100,800,101,1.40049250602722,0,0.00604012612270984,0.00987121626534696,0.0120955647194295,0.00957005476594135,0.0130530493576103,0.00920454648567712
svd_hybrid,100,800,101,1.40049250602722,1,0.00433198083391613,0.00707964019296662,0.00925605162704615,0.00732342168736628,0.0131580942984576,0.00927862044453726
svd_hybrid,100,800,101,1.40049250602722,2,0.00545995206395774,0.00892305334802749,0.0108382690203268,0.00857527783931578,0.0148817883496264,0.0104941082272306
svd_hybrid,100,800,101,1.40049250602722,3,0.00456679153301388,0.00746338502628995,0.0101045665337396,0.00799476976537124,0.0131288421771393,0.00925799288823968
svd_hybrid,100,800,101,1.40049250602722,5,0.00440821385820858,0.00720422578175473,0.0103096856246815,0.00815706073560606,0.0141439582537842,0.009973816667025
svd_hybrid,100,800,101,1.40049250602722,10,0.00350195150842644,0.00572314550857865,0.00863082068260699,0.00682873669179657,0.0131246214577126,0.00925501658690945
svd_hybrid,100,800,101,1.40049250602722,20,0.00462938683469306,0.00756568285046065,0.0100727947593333,0.00796963182199019,0.0163432452330885,0.0115246756794862
svd_hybrid,100,800,101,1.40049250602722,30,0.00439469710762754,0.00718213571848792,0.0103856764639532,0.00821718496381776,0.0111707801187974,0.00787723711661299
svd_hybrid,100,800,101,1.40049250602722,40,0.00513736925632637,0.00839586490975304,0.0108020769359728,0.0085466425306389,0.0135400470784615,0.00954795996992786
svd_hybrid,100,800,101,1.40049250602722,60,0.00624051982240042,0.01019871431881,0.0128298030845217,0.0101509868289066,0.0197237609884309,0.0139084952424967
svd_hybrid,100,800,101,1.40049250602722,80,0.00389773922591627,0.00636997076936598,0.00897935406718958,0.00710449757238253,0.0115510627965289,0.00814539894523856
svd_hybrid,100,800,101,1.40049250602722,100,0.00540495096267906,0.00883316652206988,0.0123583821646461,0.00977799688377628,0.0155323044332074,0.0109528290492361
lowrank_spec,100,800,101,2.12450472354889,0,0.00420357295427399,0.00686978663620785,0.0103182205949456,0.00816381363509839,0.00974064948924513,0.00686875982524121
lowrank_spec,100,800,101,2.12450472354889,1,0.00492479527597174,0.00804846094999521,0.0110624540521001,0.00875265385122928,0.0185111732323283,0.0130534214537424
lowrank_spec,100,800,101,2.12450472354889,2,0.00590826518785495,0.00965571947298537,0.0117327268412244,0.00928297611801329,0.0211278819179608,0.0148986314178292
lowrank_spec,100,800,101,2.12450472354889,3,0.00420472248406185,0.00687166528193624,0.00927155870665529,0.00733569094511171,0.0173849908877091,0.0122592776902123
