method,n_simul,t_max,n_grid,time,lag,error_fro,rel_error_fro,error_nuc,rel_error_nuc,error_sup,rel_error_sup
bm_sm,100,800,101,0.595979101657867,0,0.0350564078395177,0.0451285668380039,0.0374373637853302,0.042116841015318,0.0843428643002648,0.0481823896998014
bm_sm,100,800,101,0.595979101657867,1,0.0329932691241831,0.0424726617082691,0.0348230348860932,0.039175734498249,0.0750192655350903,0.0428561149421772
bm_sm,100,800,101,0.595979101657867,2,0.0316121902138721,0.040694780979649,0.0333313036666835,0.0374975445763912,0.0734477957448464,0.0419583843461964
bm_sm,100,800,101,0.595979101657867,3,0.0324473327796493,0.0417698707969362,0.0343102108870129,0.0385988101463648,0.0747703475627706,0.0427139160395777
bm_sm,100,800,101,0.595979101657867,5,0.0342897104033259,0.0441415873205331,0.036371162372267,0.0409173699291116,0.0819435400650864,0.0468117322497059
bm_sm,100,800,101,0.595979101657867,10,0.0279671142491986,0.0360024275858156,0.0300164457637566,0.0337683465461429,0.0683888709806763,0.0390683818964166
bm_sm,100,800,101,0.595979101657867,20,0.0202579666529968,0.0260783422616182,0.0223975755682916,0.0251971569031243,0.0450151029705054,0.0257156933392736
bm_sm,100,800,101,0.595979101657867,30,0.0158007207048922,0.0203404719526212,0.017609820006955,0.0198109566099286,0.0326535432011022,0.0186539283038063
bm_sm,100,800,101,0.595979101657867,40,0.0323687922254684,0.041668764526577,0.0343178233826728,0.0386073741646881,0.0648900944489616,0.0370696423975605
bm_sm,100,800,101,0.595979101657867,60,0.030007501755097,0.0386290447896342,0.0316335009083108,0.0355875252368945,0.0645165035594372,0.036856221831675
bm_sm,100,800,101,0.595979101657867,80,0.0348751312518602,0.0448952071441153,0.0372797583696934,0.0419395357362499,0.076718792754764,0.0438270006653868
bm_sm,100,800,101,0.595979101657867,100,0.0321193333585294,0.0413476329034648,0.0344207078021912,0.0387231186055804,0.0660436365993571,0.0377286242555589
bm_hybrid,100,800,101,0.544803514480591,0,0.0174389663969168,0.0224494068026507,0.0199218828342455,0.0224120153562867,0.0341988079064426,0.0195366887701452
bm_hybrid,100,800,101,0.544803514480591,1,0.0193426421224043,0.0249000331648504,0.0215607305983643,0.0242557106315599,0.0363630096597363,0.0207730282415552
bm_hybrid,100,800,101,0.544803514480591,2,0.021392938768329,0.0275394065326787,0.0235979511776745,0.0265475732676134,0.0395101044739467,0.0225708631860821
bm_hybrid,100,800,101,0.544803514480591,3,0.0250860240587722,0.0322935629519893,0.0273342093347739,0.0307508444086333,0.0501953189059789,0.0286749855687091
bm_hybrid,100,800,101,0.544803514480591,5,0.0301236696577661,0.0387785892319523,0.0323096178538044,0.0363481533106125,0.0589233569219755,0.0336610354555649
bm_hybrid,100,800,101,0.544803514480591,10,0.0346957147115546,0.0446642419132196,0.0368779492424646,0.0414875025421651,0.0686520345275038,0.039218718841613
bm_hybrid,100,800,101,0.544803514480591,20,0.0375302845696682,0.0483132203220876,0.0396783752277458,0.0446379673204428,0.0737193913938974,0.0421135382825954
bm_hybrid,100,800,101,0.544803514480591,30,0.0288001872211736,0.0370748531882564,0.0305016432310255,0.0343141911923412,0.0559277312817749,0.0319497300216278
bm_hybrid,100,800,101,0.544803514480591,40,0.0256256037109855,0.0329881708111518,0.0276653713541557,0.0311233999710546,0.0523265465369897,0.0298924879752052
bm_hybrid,100,800,101,0.544803514480591,60,0.0305368579099691,0.0393104918085535,0.0326544309882162,0.0367360663069786,0.0646512696785708,0.0369332094194727
bm_hybrid,100,800,101,0.544803514480591,80,0.0350560733538129,0.0451281362502337,0.0369258624502062,0.0415414046535573,0.0683591983599023,0.0390514308740697
bm_hybrid,100,800,101,0.544803514480591,100,0.0322970702429615,0.0415764358916487,0.0344730805635997,0.0387820376918286,0.0654173179210678,0.037370828360388
bm_spec,100,800,101,1.47827593564987,0,0.00565524929355683,0.00728007549712957,0.00836678434789471,0.0094125892039389,0.0155509730171206,0.00888377515203321
bm_spec,100,800,101,1.47827593564987,1,0.00717577428884314,0.00923746697296932,0.00959857108523539,0.0107983429252435,0.0160094469269989,0.00914568668155282
bm_spec,100,800,101,1.47827593564987,2,0.00720718827226532,0.00927790659978464,0.0094632014647647,0.0106460528009612,0.0163626381382367,0.00934745356153238
bm_spec,100,800,101,1.47827593564987,3,0.00799623950876554,0.0102936624532657,0.0104208380941633,0.0117233890659317,0.0185084933363004,0.0105733122307895
bm_spec,100,800,101,1.47827593564987,5,0.00454343568224024,0.00584882346756071,0.00667394342561243,0.00750815190443212,0.0145451238159203,0.00830916556776614
bm_spec,100,800,101,1.47827593564987,10,0.0176718259777082,0.0227491699501962,0.0200943513324515,0.0226060415265251,0.0380981421944925,0.0217642541462482
bm_spec,100,800,101,1.47827593564987,20,0.0240313420377609,0.0309358571569193,0.0259839881597616,0.0292318525562798,0.0482445183972273,0.0275605554255186
bm_spec,100,800,101,1.47827593564987,30,0.0245438346988007,0.031595595582305,0.0267222891710705,0.03006243738306,0.0533328970017064,0.0304673839153399
bm_spec,100,800,101,1.47827593564987,40,0.0364241685773435,0.0468893029110761,0.0390313981414111,0.0439101214378652,0.0824044127065369,0.0470750140981062
bm_spec,100,800,101,1.47827593564987,60,0.027362368804789,0.0352239309602356,0.0296871200228124,0.0333978567874854,0.065857044857145,0.0376220303413895
bm_spec,100,800,101,1.47827593564987,80,0.0278918099131321,0.0359054873408558,0.0302588678314212,0.0340410701209379,0.0602292635023663,0.0344070582553588
bm_spec,100,800,101,1.47827593564987,100,0.02199917608905,0.0283198236699134,0.0240872530089241,0.0270980353021042,0.0440429111731677,0.0251603111569053
eig_sm,100,800,101,0.598379182815552,0,0.026575356383294,0.0342107996996579,0.028579767814033,0.0321520912685095,0.0577312370524972,0.0329800153764318
eig_sm,100,800,101,0.598379182815552,1,0.0254783191113739,0.0327985694427456,0.0278011344367076,0.0312761327381473,0.0587269786876692,0.033548850830435
eig_sm,100,800,101,0.598379182815552,2,0.0248001952314033,0.0319256118088146,0.0267655220884588,0.0301110741919633,0.0554639876015016,0.0316848080402708
eig_sm,100,800,101,0.598379182815552,3,0.0274983114795803,0.0353989317222515,0.0296377131262423,0.0333422742838713,0.0644385466967916,0.0368116875611481
eig_sm,100,800,101,0.598379182815552,5,0.030880206541221,0.0397524889385823,0.0328164331114217,0.0369183178593667,0.0687451457969145,0.039271910341634
eig_sm,100,800,101,0.598379182815552,10,0.0293952899301543,0.0378409365959078,0.0316818765400753,0.0356419475729257,0.0672037156690644,0.0383913404471769
eig_sm,100,800,101,0.598379182815552,20,0.0284097700752391,0.0365722641510206,0.0304071432516349,0.0342078792033142,0.0657465853463321,0.0375589283440814
