"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101"
"1" 0.000270976698890524 -0.00652014556547685 -0.0132784115292748 -0.0199102743881887 -0.0263273322220342 -0.0324500898348475 -0.0382110861364173 -0.043557171248648 -0.0484507892920295 -0.0528702060403261 -0.0568087078292018 -0.0602728814665279 -0.0632801570389321 -0.0658558501631237 -0.0680299727902453 -0.069834089624047 -0.0712984803475498 -0.0724498282519625 -0.0733095976824912 -0.0738931917708391 -0.0742099051125297 -0.0742636106871548 -0.0740540534499281 -0.0735785707375613 -0.0728340265133756 -0.0718187351825025 -0.0705341617440921 -0.0689862167544694 -0.0671860133236139 -0.0651500139407062 -0.0628995610521109 -0.060459850301027 -0.0578584627233798 -0.0551236163892292 -0.0522823248000677 -0.0493586564179259 -0.046372276642997 -0.0433374220265806 -0.0402624099927004 -0.037149730795109 -0.0339967077579024 -0.0307966532881412 -0.0275403976756138 -0.024218030395543 -0.0208206732059139 -0.0173421027348903 -0.0137800575047014 -0.0101370985330984 -0.0064209401702693 -0.00264422370426259 0.00117623529403836 0.00502063994980799 0.00886771361778337 0.0126963462118886 0.0164872067094817 0.0202241469943299 0.0238952442443677 0.0274933671013838 0.0310162009677299 0.0344657247990959 0.0378471898169474 0.0411677036378099 0.0444345658844626 0.0476535289340881 0.050827167112234 0.053953528224866 0.0570252136508094 0.0600289899920071 0.0629459808190876 0.0657524268697506 0.0684209433179157 0.0709221496188816 0.0732265065349991 0.0753061706687503 0.0771366719528702 0.0786982349127871 0.079976598923023 0.080963242972792 0.0816549818211417 0.0820529668389943 0.082161189664131 0.0819846434269306 0.081527338819418 0.0807903960437169 0.0797704358181738 0.0784584723448865 0.0768394698423335 0.0748926653978339 0.0725926897537278 0.0699114407634142 0.0668205888782505 0.0632945273905626 0.0593135288012326 0.0548668378098393 0.0499554244022647 0.0445941385077007 0.0388130495615671 0.032657816648735 0.0261890123737596 0.0194804094114697 0.0126163251957785
"2" 0.000655888700741947 -0.00615727299609775 -0.0129381309732144 -0.0195927525109595 -0.0260323285622835 -0.0321769567157126 -0.0379587898173982 -0.0433243327911432 -0.048235742102216 -0.052671065809751 -0.0566234497227645 -0.0600994189817024 -0.0631164170105376 -0.0656998389028736 -0.0678798292758984 -0.0696881228990044 -0.0711551897401419 -0.0723079065399131 -0.0731679187738097 -0.0737507857185369 -0.0740659242190317 -0.0741172910079636 -0.0739046761355527 -0.0734254273592884 -0.0726763918434251 -0.0716558499190818 -0.0703652264908236 -0.0688103973024659 -0.0670024560689158 -0.0649578692183197 -0.0626980113802242 -0.0602481400767304 -0.0576359258313061 -0.0548896984761784 -0.0520365975940709 -0.0491008223588257 -0.0461021631477458 -0.0430549658250435 -0.0399676330237557 -0.0368427100407554 -0.033677542025699 -0.0304654302673706 -0.0271971645608832 -0.0238627709994995 -0.0204532938114098 -0.0169624280375316 -0.0133878369632481 -0.00973202238472028 -0.00600266338932869 -0.00221239538728527 0.00162194016725902 0.00548048964470992 0.00934189280653736 0.0131849358646234 0.0169901726879136 0.0207413383944364 0.0244264015027406 0.0280381388488825 0.0315741676908585 0.0350364266500792 0.0384301554728643 0.041762476993931 0.0450407275903326 0.0482707103212298 0.0514550548651665 0.0545918591305733 0.0576737598247863 0.0606875360115239 0.0636142950884313 0.0664302302032815 0.0691078780831298 0.0716177527921333 0.0739301896809927 0.0760172091912725 0.077854205041891 0.0794212765227934 0.0807040589687186 0.0816939568383252 0.0823877453611783 0.0827865734022394 0.0828944653649292 0.082716476967811 0.0822567026288291 0.0815163563022251 0.0804921500311088 0.0791751743789588 0.0775504436576427 0.0755972099465095 0.0732900785580204 0.070600880421841 0.0675011810979633 0.0639652390626 0.0599731741181077 0.0555140755089309 0.0505887719790762 0.0452120037876033 0.039413778476689 0.0332397545780167 0.0267505751059314 0.0200201588042774 0.0131330440244779
"3" 0.0010408601249658 -0.00579392226269701 -0.0125969565277044 -0.0192739296760591 -0.025735630810213 -0.0319017549952403 -0.0377040729433996 -0.0430887474235623 -0.0480176493393926 -0.0524686101801828 -0.0564346354858756 -0.0599221882146276 -0.0629487239965685 -0.0655397158372785 -0.0677254392139764 -0.0695377971006767 -0.071007447998563 -0.0721614605852845 -0.0730216602805216 -0.0736037616854774 -0.0739173034315879 -0.0739663258485892 -0.0737506641477437 -0.0732676766877745 -0.0725141940114457 -0.0714884624370412 -0.0701918666220617 -0.0686302470609889 -0.0668146773155467 -0.0647616266736655 -0.0624925005846213 -0.0600326168706557 -0.0574097338421299 -0.0546522913786455 -0.0517875535258152 -0.048839848749233 -0.0458290912640582 -0.0427697354437699 -0.0396702686840087 -0.0365332912221046 -0.0333561702274379 -0.0301321962862964 -0.0268521192410155 -0.023505902365143 -0.0200845128346113 -0.0165815644023807 -0.0129946451655231 -0.00932619745214361 -0.00558386453361482 -0.00178027510394173 0.00206770457080074 0.00594016533364483 0.00981566464304484 0.0136728862626421 0.0174922700756826 0.0212574353463899 0.0249562425790606 0.028581377156205 0.0321303882575282 0.0356051739894974 0.0390109622640127 0.0423548906860306 0.0456443319527173 0.0488851394891624 0.052079998224153 0.0552270563550198 0.0583189864415993 0.061342580886305 0.0642789321239761 0.067104187202755 0.0697908060917486 0.0723091992498039 0.0746295783871968 0.0767238294314352 0.0785672113136936 0.0801396992209952 0.0814268252463607 0.0824199197770389 0.0831157186665056 0.0835153681891811 0.0836229252871629 0.0834435080112421 0.0829812943391976 0.0822375920120613 0.0812092047228193 0.0798873000686535 0.0782569434892845 0.0762974034206105 0.0739832613599308 0.071286283054316 0.0681779308806131 0.0646323299914302 0.0606294485761452 0.0561582209193936 0.0512193342697012 0.0458274180943805 0.0400124159855364 0.0338199829225213 0.0273108284444259 0.0205590127112621 0.0136492897441268
"4" 0.00142611158164135 -0.00542986892993229 -0.0122546597316406 -0.0189535732494408 -0.0254370020756009 -0.0316242435144829 -0.0374466901471944 -0.0428501657015951 -0.0477962576775194 -0.0522625821929995 -0.0562420048169951 -0.0597409258359339 -0.0627768119646186 -0.0653752125502768 -0.0675665321053376 -0.0693828399178758 -0.0708549812336666 -0.0720102151143953 -0.072870545697155 -0.0734518420498374 -0.0737637640963265 -0.0738104355844243 -0.0735917369386446 -0.0731050372947629 -0.0723471507552598 -0.0713162896969437 -0.0700137983922054 -0.0684454816654369 -0.0666223921821162 -0.0645610010224092 -0.0622827430981723 -0.0598129949527757 -0.057179600975586 -0.054411109364947 -0.0515349069917251 -0.0485754501702356 -0.0455527757897917 -0.0424814459059483 -0.0393700322102124 -0.0362211897625876 -0.033032307937889 -0.029796667034679 -0.0265049774908531 -0.0231471403356194 -0.0197140461885568 -0.0161992278355732 -0.0126001982564942 -0.0089193400859303 -0.00516426024328401 -0.00134757987955198 0.002513810994037 0.0063999489235609 0.0102893103651754 0.0141604779050824 0.0179937785855161 0.0217727167537361 0.0254850455704315 0.0291233593405196 0.0326851392513564 0.0361722427280829 0.0395898854964911 0.042945219484346 0.0462456532686134 0.0494970903125536 0.0527022706768956 0.0558593930170596 0.0589611662527615 0.061994396988329 0.0649401638971596 0.0677745694155796 0.0704699984482765 0.0729967596462966 0.0753249428686353 0.0774263011982048 0.0792759602296466 0.0808537722047854 0.082145166795545 0.0831414007943916 0.0838391708424691 0.0842396205409355 0.0843468391363998 0.0841660067400204 0.0837013846999924 0.0829543745501587 0.081921871927276 0.0805951221039153 0.0789592426553201 0.0769935197185524 0.0746725125799671 0.0719679235458289 0.0688511135305966 0.0652960758798627 0.0612826282897116 0.0567995506220031 0.0518473884221114 0.0464406592902397 0.0406092408540111 0.0343987815758558 0.0278700536576859 0.0210972540317431 0.0141653471339326
"5" 0.00181184370032018 -0.00506490852039657 -0.0119110320588571 -0.0186314705080245 -0.0251362253537088 -0.0313442009724885 -0.037186415889645 -0.0426083579763663 -0.0475713335503584 -0.0520527446106335 -0.0560453170937395 -0.0595553881504024 -0.0626004344684361 -0.0652060801611413 -0.0674028569327296 -0.0692229984654443 -0.0706975349242698 -0.071853914161438 -0.0727143177641493 -0.0732947683719853 -0.0736050466761687 -0.073649359640616 -0.0734276329414912 -0.0729372466627975 -0.0721749986515619 -0.0711390674246583 -0.0698307567457728 -0.0682558353645603 -0.0664253343223184 -0.0643557254356371 -0.0620684717282483 -0.0595890068855527 -0.0569452596609759 -0.0541658848293163 -0.0512783904299467 -0.0483073591600642 -0.0452729493951191 -0.0421898300221101 -0.0390666565414123 -0.0359061387028281 -0.0327056882638616 -0.0294585756490806 -0.0261554724466717 -0.0227862180299538 -0.0193416269763762 -0.0158151514472789 -0.01220422939883 -0.00851118356774666 -0.00474358400279457 -0.000914043496807074 0.00296052525591771 0.00686010573781887 0.010763094713797 0.0146479748802752 0.0184949616050092 0.0222874452799292 0.0260130724181884 0.0296643466467756 0.0332386812664922 0.0367378928690509 0.0401671846500592 0.0435337224132166 0.0468449501688649 0.0501068210790007 0.0533221302024596 0.0564891268046826 0.0596005566559854 0.0626432414120519 0.0655982471772695 0.0684416332613374 0.071145711202491 0.0736806896529816 0.0760165384273993 0.0781248794559426 0.079980706472912 0.0815637499576907 0.0828593380041893 0.0838586543041411 0.0845583564604558 0.0849595853201727 0.0850664621930697 0.0848842289629388 0.0844172301356721 0.0836669610153064 0.0826304094450276 0.081298898983802 0.0796576003231887 0.0776858186260005 0.0753580925612172 0.0726460627365657 0.0695209903372404 0.0659567384423234 0.0619329754083072 0.0574383272529413 0.0524731976567085 0.047051991323674 0.0412045179451632 0.0349764165369188 0.0284285181252293 0.0216351517799875 0.014681487090532
"6" 0.00219822301876476 -0.00469887072564111 -0.0115658992287536 -0.0183074430497364 -0.0248331180344925 -0.0310614405344085 -0.0369230591663821 -0.0423631291993184 -0.047342678054145 -0.0518388949165755 -0.055844366469721 -0.0593653662901116 -0.0624193799368195 -0.0650321047085418 -0.0672341976394165 -0.0690580548568298 -0.0705348895830451 -0.0716923368270458 -0.0725527543184504 -0.0731323173364449 -0.073440926783487 -0.0734828726147339 -0.0732581257825823 -0.0727640774857749 -0.0719975095043058 -0.0709565665868094 -0.0696425118791123 -0.0680610776676125 -0.0662232726566622 -0.0641455683552873 -0.061849454554947 -0.0593604205040296 -0.0567064775981754 -0.0539163854328644 -0.0510177715402788 -0.048035343512 -0.0449893799974099 -0.0418946558409691 -0.0387599098447151 -0.0355879063003001 -0.0323760795166981 -0.0291176904571246 -0.0258033724211151 -0.0224229037275521 -0.0189670234442262 -0.0154291034719176 -0.0118065068592114 -0.00810149626157415 -0.00432160435578659 -0.000479434773076412 0.0034080781664982 0.0073208661178345 0.0112372474758189 0.0151356063514852 0.0189960476263661 0.0228018487233819 0.0265405502295681 0.0302045655173063 0.0337912401264681 0.0373023496775263 0.0407430844994672 0.0441206238256562 0.047442446647328 0.0507145554741483 0.0539398002137204 0.0571164808761801 0.0602373805564775 0.0632893367972461 0.0662534043172612 0.0691056007820148 0.0718181660655382 0.0743612106416038 0.0767045861048179 0.0788197849467911 0.080681670542494 0.0822698528165269 0.0835695591502322 0.0845719006460238 0.0852734960529881 0.0856754833850616 0.0857820157666985 0.0855983965507593 0.0851290531648491 0.0843755746319672 0.0833350412331541 0.0819988553940591 0.0803522418763995 0.0783745261731855 0.0760402279187992 0.0733209277650052 0.0701877889130458 0.0666145457397443 0.0625807184495763 0.0580747798363876 0.0530969915999348 0.0476616445655059 0.04179847855906 0.0355531202549531 0.0289864556892349 0.0221729414446591 0.0151979469966141
"7" 0.00258537030658728 -0.00433163118017691 -0.0112191330778107 -0.0179813587623767 -0.0245275439686296 -0.0307758219944402 -0.0366564757673789 -0.0421143312780844 -0.0471101393993823 -0.0516208778626776 -0.0556389945169057 -0.0591706989513644 -0.0622334845045952 -0.0648531200750344 -0.067060386146624 -0.0688878393139131 -0.0703668739581499 -0.0715253105711306 -0.0723856816769513 -0.0729643142253279 -0.073271228742906 -0.0733107979283024 -0.0730830380208926 -0.0725853514959634 -0.0718145042584336 -0.0707686073904965 -0.0694488833253696 -0.0678610275137855 -0.0660160256255806 -0.0639303478301042 -0.0616255093490425 -0.0591270534149033 -0.0564630723369395 -0.053662428762206 -0.0507528680212005 -0.0477592210888695 -0.0447018856522452 -0.0415957416160002 -0.0384496105564658 -0.0352663111441247 -0.0320433003996944 -0.0287738302365325 -0.0254484962328231 -0.0220570162673718 -0.0185900544489359 -0.0150409028031858 -0.0114068496096283 -0.00769009728013322 -0.00389814063547819 -4.35733535945172e-05 0.00385664967215848 0.00778240950791273 0.0117119475098638 0.0156235505246512 0.0194972141574418 0.0233161038730508 0.0270676550790779 0.030744191340228 0.0343429905808796 0.0378657873267563 0.0413177587114634 0.0447060969524236 0.0480383155632822 0.0513204660387363 0.0545554529703523 0.0577416272303974 0.0608718096957868 0.063932854617795 0.0669058065038544 0.0697666428547766 0.0724875335867543 0.0750384928265343 0.0773892557905214 0.0795111872679254 0.0813790218000552 0.0829722499891484 0.0842759993916875 0.085281309049477 0.0859847590524809 0.0863874845044244 0.0864936700888304 0.0863086803082732 0.0858370252528737 0.085080387584782 0.0840359402230934 0.0826951650096894 0.0810433417032714 0.0790598174112516 0.0767190943052531 0.0739926948237938 0.0708516859414799 0.0672696749206963 0.0632260350351927 0.0587090865165469 0.0537189490138122 0.0482697985372856 0.0423913031613572 0.0361290743595963 0.0295440493873463 0.0227108077256352 0.0157149134630018
"8" 0.00297335213123983 -0.00396311998355776 -0.0108706601696735 -0.0176531405215957 -0.024219422253242 -0.0304872606491117 -0.0363865772375717 -0.0418618721241753 -0.0468736220452913 -0.051398594690014 -0.0554290995324994 -0.0589712817871837 -0.0620426414902868 -0.0646690175494433 -0.0668813120001553 -0.0687122398973705 -0.0701933748468327 -0.071352721109229 -0.0722129846150682 -0.0727906429786174 -0.0730958357327679 -0.073133018048906 -0.0729022514502644 -0.0724009498457102 -0.071625863460509 -0.0705750698222418 -0.0692497505711075 -0.0676555639658449 -0.0658034719593913 -0.0637099423612149 -0.0613965144924439 -0.0588887839911122 -0.0562149223448512 -0.0534038934699857 -0.0504835587821768 -0.0474788711063224 -0.0444103459068538 -0.0412929672282093 -0.0381356388735158 -0.0349412337139936 -0.0317072316338264 -0.0284268759067816 -0.0250907249631349 -0.0216884368687668 -0.0182106013420684 -0.0146504309403905 -0.0110051393350179 -0.00727686855283856 -0.00347307509192465 0.00039365810300032 0.00430635661282534 0.00824485215628892 0.0121873103921911 0.0161119222402617 0.0199985752606497 0.0238303239954518 0.0275944994447035 0.0312833358359224 0.0348940436432269 0.0384283161883982 0.0418913170886242 0.0452902511004971 0.0486326657956642 0.0519246612797107 0.0551691966479586 0.0583646737350296 0.0615039516404307 0.0645739021318251 0.0675555606703623 0.070424866068685 0.0731539199954791 0.0757126420728826 0.0780706529980552 0.0801991916158758 0.0820728651841465 0.0836710462397864 0.0849787634242801 0.0859869842647627 0.086692250397036 0.0870956939393938 0.0872015308717353 0.0870151865112639 0.0865412533282561 0.0857815075156675 0.0847332147996488 0.0833879369571075 0.0817310096434897 0.079741802844469 0.0773948028296784 0.0746614755670721 0.0715127935737538 0.0679222386088651 0.0638690382702709 0.0593413609302149 0.0543391841628586 0.0488765682737267 0.0429831077424125 0.0367043960177942 0.0301014178084948 0.0232488708898308 0.0162325086855567
"9" 0.00336217620028414 -0.00359332643001413 -0.0105204665966704 -0.0173227710642571 -0.0239087321770229 -0.0301957323140626 -0.036113335965144 -0.0416057208125827 -0.0466330919305003 -0.051172008430399 -0.0552146419110091 -0.058767072849598 -0.0618468069082831 -0.0644797514085568 -0.0666969280212459 -0.0685312082263114 -0.0700143428834765 -0.0711745182685649 -0.0720346122904331 -0.0726112521851041 -0.0729146958429119 -0.0729494806144121 -0.0727157132896593 -0.0722108193632961 -0.0714315335797313 -0.0703759000336988 -0.0690450595062333 -0.0674446327237694 -0.065585557255124 -0.0634842975416003 -0.0611624156797476 -0.0586455581348908 -0.0559619738312822 -0.0531407261591423 -0.0502097908876124 -0.0471942411358559 -0.0441147088615787 -0.0409862813054104 -0.0378179439296755 -0.0346126236131502 -0.0313678232466049 -0.0280767778731705 -0.0247300093546851 -0.0213171165839226 -0.0178286154754833 -0.0142576395464092 -0.0106013280428699 -0.00686176248628425 -0.00304636060260177 0.000832306164788424 0.00475724491361657 0.00870823925911544 0.0126633805138602 0.0166007650245329 0.0205001735589903 0.0243445507963825 0.0281211241261624 0.0318220389326613 0.0354444384247511 0.0389899746254131 0.0424637973221488 0.0458731233666207 0.0492255339182256 0.0525271773078703 0.0557810669390796 0.0589856556918927 0.0621338413123346 0.0652125138782328 0.0682027009602303 0.0710803041561863 0.0738173586014333 0.0763836912667066 0.0787488102058698 0.0808838300992332 0.0827632324955676 0.0843662731479924 0.0856778827148998 0.0866889577718541 0.0873960017156882 0.0878001436059349 0.087905630449139 0.0877179480263697 0.0872417708826068 0.0864789686047875 0.0854268998639489 0.0840772068600678 0.082415282017983 0.080420519445062 0.0780673910585074 0.0753273080981946 0.0721711504044809 0.0685722758676412 0.0645097676978577 0.0599716431521274 0.0549577377512312 0.0494819952525611 0.0435739347407387 0.0372791288517252 0.0306586060061468 0.023787177680608 0.0167507813515767
"10" 0.00375179069796916 -0.0032222997224011 -0.0101685987443349 -0.016990293803554 -0.0235955140859532 -0.0299012742403276 -0.0358367861483129 -0.0413459085989687 -0.0463885775405169 -0.050941145023984 -0.0549956453117739 -0.0585580938069083 -0.0616460007356218 -0.0642853402331926 -0.0665072516716767 -0.0683447608921951 -0.0698297940020742 -0.070990717498845 -0.0718505798017734 -0.0724261566891087 -0.0727278237290081 -0.0727602001346757 -0.0725234379319898 -0.0720149743486412 -0.0712315288502518 -0.0701711122303043 -0.0688348243586891 -0.0672282481051702 -0.0653622960023439 -0.063253428126979 -0.0609232280338252 -0.0583973914376936 -0.0557042429512771 -0.0528729436303657 -0.0499315818474952 -0.0469053494382506 -0.0438149935457137 -0.0406757036400673 -0.0374965462551621 -0.0342805020690458 -0.0310250971135341 -0.027723558608667 -0.0243663724332214 -0.020943078959206 -0.0174441209017719 -0.0138625531867471 -0.0101954408404317 -0.00644480477909955 -0.00261802352440149 0.00127234373795031 0.00520928666013054 0.00917254200020003 0.0131401280854582 0.0170900480596696 0.0210019771723921 0.0248587513238837 0.0286474951150266 0.0323602656044272 0.0359941389404892 0.0395507257668881 0.043035161735986 0.0464546753512802 0.0498168808839036 0.0531279744931795 0.0563910236800243 0.0596045324358397 0.0627614375604218 0.0658486482215423 0.0688471852457702 0.0717329144863315 0.0744778062630381 0.0770515967590465 0.0794236832776797 0.0815650581359497 0.0834500787722112 0.0850578854616283 0.0863733118333329 0.087387184091502 0.0880959676193885 0.0885007883463407 0.0886059240288165 0.0884169205453792 0.0879385341872361 0.0871727277700736 0.0861169530165255 0.0847629330069373 0.0830961177810481 0.0810959267908394 0.0787368191393128 0.0759901530803823 0.0728267175698412 0.0692197482864484 0.0651481853740742 0.0605998957595431 0.0555745729773588 0.0500860434398096 0.0441637490794807 0.0378532389670314 0.0312155815188192 0.0243256973310902 0.0172697026464198
